;PID;county;state;area;poptotal;popdensity;popwhite;popblack;popamerindian;popasian;popother;percwhite;percblack;percamerindan;percasian;percother;popadults;perchsd;percollege;percprof;poppovertyknown;percpovertyknown;percbelowpoverty;percchildbelowpovert;percadultpoverty;percelderlypoverty;inmetro;category
211;1213;CHIPPEWA;MI;0.078;34604;443.641.026;28353;2184;3820;152;95;819.356.144;631.140.909;110.391.862;0.43925558;0.27453474;21848;735.948.371;169.397.657;380.812.889;29486;852.098.023;170.759.004;209.559.748;161.035.046;143.391.521;0;AAR
212;1214;CLARE;MI;0.034;24952;733.882.353;24665;40;160;53;34;988.497.916;0.16030779;0.64123116;0.21240782;0.13626162;16401;669.105.542;120.419.487;276.812.389;24522;982.766.912;237.134.002;35.978.586;221.719.457;135.634.167;0;LHR
213;1215;CLINTON;MI;0.034;57883;170.244.118;56639;218;276;199;551;97.850.837;0.37662181;0.47682394;0.34379697;0.95192025;35745;836.844.314;228.647.363;494.614.631;57463;992.743.984;601.778.536;736.650.485;498.168.716;771.621.622;1;HLU
214;1216;CRAWFORD;MI;0.034;12260;360.588.235;11802;264;145;42;7;962.642.741;215.334.421;118.270.799;0.34257749;0.05709625;8057;732.034.256;187.787.018;498.945.017;11569;943.637.847;145.907.166;208.293.153;128.239.203;109.926.169;0;AAR
215;1217;DELTA;MI;0.069;37780;547.536.232;36819;16;809;99;37;974.563.261;0.04235045;214.134.463;0.26204341;0.09793542;24476;768.875.633;18.912.404;352.590.293;37242;985.759.661;146.125.342;18.591.133;13.127.551;131.073.145;0;AAR
216;1218;DICKINSON;MI;0.046;26831;583.282.609;26532;23;135;106;35;988.856.174;0.08572174;0.50314934;0.39506541;0.13044613;17972;785.221.456;204.206.544;380.035.611;26455;985.986.359;98.998.299;122.511.263;71.444.387;134.107.884;0;AAR
217;1219;EATON;MI;0.034;92879;273.173.529;87549;3310;438;559;1023;942.613.508;356.377.653;0.4715813;0.60185833;110.143.305;58205;855.304.527;269.787.819;614.723.821;91580;986.014.061;681.371.478;891.257.154;570.213.714;735.389.086;1;HLU
218;1220;EMMET;MI;0.027;25040;927.407.407;24122;133;683;69;33;963.338.658;0.53115016;272.763.578;0.27555911;0.13178914;16448;81.535.749;268.725.681;649.319.066;24581;981.669.329;851.470.648;102.641.509;711.646.468;101.717.902;0;HAR
219;1221;GENESEE;MI;0.037;430459;11.634.027;336651;84257;3132;2902;3517;782.074.483;195.737.573;0.72759543;0.67416409;0.81703484;265430;767.660.023;201.454.244;480.201.936;425331;988.087.135;164.631.781;252.357.066;1.384.395;970.689.451;1;AAU
220;1222;GLADWIN;MI;0.031;21896;706.322.581;21694;19;114;40;29;990.774.571;0.08677384;0.52064304;0.18268177;0.13244428;14388;648.040.033;114.331.387;220.322.491;21641;988.354.037;223.233.677;331.810.193;201.047.987;149.024.246;0;LHR
221;1223;GOGEBIC;MI;0.068;18052;265.470.588;17486;243;283;26;14;968.646.133;134.611.123;156.769.333;0.14402836;0.07755373;12497;762.743.058;211.730.815;335.280.467;17385;963.051.185;148.806.442;195.447.798;135.987.339;13.257.945;0;AAR
222;1224;GRAND TRAVERSE;MI;0.03;64273;214.243.333;63019;259;555;318;122;980.489.475;0.40296859;0.86350412;0.49476452;0.18981532;41094;84.861.537;309.753.249;70.253.565;62872;978.202.356;854.911.566;112.048.541;749.803.127;769.153.931;0;HAR
223;1225;GRATIOT;MI;0.033;38982;118.127.273;37827;328;144;98;585;97.037.094;0.84141399;0.36940126;0.25139808;150.069.263;23966;770.675.123;164.441.292;420.595.844;36654;940.280.129;140.803.187;191.593.729;124.962.511;107.022.876;0;AAR
224;1226;HILLSDALE;MI;0.034;43431;127.738.235;42919;113;143;112;144;988.211.186;0.26018282;0.3292579;0.25788032;0.33156041;26657;75.211.014;164.684.698;414.900.401;42138;970.228.639;128.031.705;164.067.013;112.972.735;11.509.408;0;AAR
225;1227;HOUGHTON;MI;0.06;35446;590.766.667;34469;158;153;610;56;972.436.946;0.44574846;0.4316425;172.092.761;0.1579868;20646;739.416.836;247.650.877;732.829.604;32448;91.542.064;210.367.357;211.989.796;236.971.485;145.784.943;0;AHR
226;1228;HURON;MI;0.05;34951;699.02;34627;22;89;60;153;990.729.879;0.06294527;0.25464221;0.17166891;0.43775572;22798;679.928.064;143.082.727;308.799.017;34484;986.638.437;150.098.596;179.445.876;134.359.815;149.548.881;0;LAR
227;1229;INGHAM;MI;0.034;281912;829.152.941;237183;27837;1941;7562;7389;841.337.013;987.435.796;0.68851273;268.239.734;262.103.068;158966;838.676.195;367.600.619;128.599.826;261491;927.562.502;166.181.628;189.472.436;170.660.584;93.982.718;1;HAU
228;1230;IONIA;MI;0.034;57024;167.717.647;53141;3003;221;120;539;931.905.864;52.662.037;0.38755612;0.21043771;0.94521605;33466;772.156.816;15.116.835;340.046.614;51695;90.654.812;113.299.159;149.650.878;934.628.975;111.096.292;0;AAR
229;1231;IOSCO;MI;0.033;30209;915.424.242;28966;632;228;269;114;958.853.322;209.209.176;0.75474196;0.89046311;0.37737098;19194;763.155.153;162.342.399;363.134.313;29106;963.487.702;141.585.927;185.825.964;122.557.611;132.756.867;0;AAR
230;1232;IRON;MI;0.07;13175;188.214.286;13028;4;102;32;9;988.842.505;0.03036053;0.77419355;0.24288425;0.0683112;9594;729.726.913;154.575.777;328.330.206;12886;978.064.516;171.193.543;233.241.189;144.561.646;165.122.357;0;AAR
231;1233;ISABELLA;MI;0.034;54624;160.658.824;52212;635;1020;456;301;955.843.585;116.249.268;186.731.107;0.83479789;0.55103984;26492;797.448.286;272.497.358;100.030.198;48498;887.851.494;248.546.332;212.696.866;284.791.467;13.966.294;0;AHR
232;1234;JACKSON;MI;0.043;149756;348.269.767;135557;11983;655;653;908;905.185.769;800.168.274;0.43737814;0.43604263;0.60631961;97049;776.916.815;212.057.826;408.144.339;140520;938.326.344;120.132.365;171.500.264;101.758.057;99.349.205;1;AAU
233;1235;KALAMAZOO;MI;0.033;223411;67.700.303;197427;19879;1017;3168;1920;883.694.178;889.795.041;0.45521483;141.801.433;0.85940263;134684;834.241.632;345.571.857;108.520.685;212670;95.192.269;134.748.672;161.371.424;135.013.362;863.585.267;1;HAU
234;1236;KALKASKA;MI;0.033;13497;409;13321;10;114;23;29;986.960.065;0.07409054;0.84463214;0.17040824;0.21486256;8485;696.169.711;114.555.097;238.067.177;13321;986.960.065;142.256.587;172.608.361;125.250.501;142.446.634;0;AAR
235;1237;KENT;MI;0.05;500631;10012.62;444112;40314;2756;5380;8069;887.104.474;805.263.757;0.55050526;10.746.438;161.176.595;305356;802.882.537;286.383.762;646.131.073;489425;977.616.248;915.135.108;124.240.562;778.036.993;809.425.626;1;HAU
236;1238;KEWEENAW;MI;0.02;1701;85.05;1688;1;4;6;2;992.357.437;0.05878895;0.23515579;0.35273369;0.1175779;1287;643.356.643;144.522.145;357.420.357;1696;997.060.553;205.778.302;218.844.985;212.765.957;190.243.902;0;LHR
237;1239;LAKE;MI;0.035;8583;245.228.571;7337;1146;81;9;10;854.829.314;133.519.748;0.94372597;0.10485844;0.11650938;5931;61.288.147;113.134.379;200.640.701;8387;977.164.162;264.099.201;376.986.038;250.707.123;188.764.973;0;LHR
238;1240;LAPEER;MI;0.038;74768;196.757.895;73049;483;319;282;635;977.008.881;0.64599829;0.42665311;0.3771667;0.84929382;45437;776.019.544;161.542.355;32.572.573;73344;980.954.419;819.289.921;108.173.406;689.849.757;7.908.968;1;AAU
239;1241;LEELANAU;MI;0.021;16527;787;15958;16;451;45;57;965.571.489;0.09681128;272.886.791;0.27228172;0.34489018;11127;85.099.308;325.963.872;825.918.936;16422;99.364.676;900.621.118;128.336.041;704.916.163;920.502.092;0;HAR
240;1242;LENAWEE;MI;0.043;91476;212.734.884;86323;1431;303;486;2933;943.668.285;156.434.475;0.33123442;0.53128689;320.630.548;56323;763.258.349;187.880.617;458.604.833;87535;956.917.661;104.015.537;139.918.186;862.787.596;100.333.983;1;AAU
241;1243;LIVINGSTON;MI;0.034;115645;340.132.353;113566;673;705;480;221;982.022.569;0.58195339;0.60962428;0.41506334;0.19110208;72343;855.687.489;275.866.359;647.747.536;114160;987.158.978;413.104.415;529.198.774;322.646.163;605.403.732;1;HLU
242;1244;LUCE;MI;0.055;5763;104.781.818;5418;2;331;6;6;940.135.346;0.03470415;574.353.635;0.10411244;0.10411244;3811;695.880.346;144.056.678;333.245.867;5566;965.816.415;176.787.639;229.434.447;168.765.743;128.350.934;0;AHR
243;1245;MACKINAC;MI;0.059;10674;180.915.254;8955;5;1691;11;12;838.954.469;0.0468428;158.422.335;0.10305415;0.11242271;7156;713.806.596;152.878.703;278.088.317;10570;990.256.699;164.049.196;222.423.146;149.934.567;129.071.661;0;AAR
244;1246;MACOMB;MI;0.028;717400;256.214.286;693686;10400;2639;9112;1563;966.944.522;14.496.794;0.36785615;127.014.218;0.21787009;472323;769.287.119;206.866.911;443.001.929;710217;989.987.455;519.306.071;735.610.433;410.136.736;595.219.197;1;ALU
245;1247;MANISTEE;MI;0.032;21265;66.453.125;20851;54;189;54;117;98.053.139;0.2539384;0.88878439;0.2539384;0.55019986;14619;73.295.027;162.528.217;339.284.493;21000;987.538.208;176.238.095;259.354.583;153.846.154;141.412.138;0;AAR
246;1248;MARQUETTE;MI;0.11;70887;644.427.273;68027;1170;943;538;209;959.654.097;16.505.142;133.028.623;0.75895439;0.29483544;42386;817.722.833;26.763.554;67.994.149;66398;936.673.861;126.088.135;142.621.599;1.184.465;12.523.891;0;HAR
247;1249;MASON;MI;0.029;25537;880.586.207;24957;155;188;75;162;977.287.857;0.60696245;0.73618671;0.29369151;0.63437365;16796;761.252.679;185.401.286;406.644.439;25147;984.728.042;140.613.194;200.209.958;124.061.605;107.592.659;0;AAR
248;1250;MECOSTA;MI;0.034;37308;109.729.412;35739;978;258;187;146;957.944.677;262.142.168;0.69154069;0.50123298;0.39133698;19005;777.426.993;250.460.405;784.530.387;32627;874.530.932;250.681.951;255.436.141;282.299.641;131.685.725;0;AHR
249;1251;MENOMINEE;MI;0.064;24920;389.375;24464;7;382;60;7;981.701.445;0.02808989;15.329.053;0.24077047;0.02808989;16514;74.282.427;15.084.171;265.229.502;24562;985.634.029;127.514.046;140.686.721;113.086.771;14.551.258;0;AAR
250;1252;MIDLAND;MI;0.031;75651;244.035.484;73466;719;334;804;328;971.117.368;0.95041705;0.4415011;106.277.511;0.43356995;47213;832.440.218;356.088.365;111.854.786;74135;979.960.609;110.851.824;145.056.449;101.340.285;830.024.213;1;HAU
251;1253;MISSAUKEE;MI;0.033;12147;368.090.909;12015;3;74;25;30;989.133.119;0.02469746;0.60920392;0.20581213;0.24697456;7628;693.890.928;13.280.021;239.905.611;11973;985.675.475;172.889;237.570.621;1.507.431;132.467.532;0;AAR
252;1254;MONROE;MI;0.033;133600;404.848.485;129421;2339;481;574;785;96.872.006;17.507.485;0.36002994;0.42964072;0.58757485;82291;740.882.964;174.296.096;400.529.827;132283;990.142.216;86.398.101;119.992.591;677.596.351;938.262.438;1;AAU
